Dataset,Vocabulary,Exempt_Mode,Model_ID,SARI_Avg,SARI_Median,SARI_Min,SARI_Max,SARI_P90,BLEU_Avg,BLEU_Median,BLEU_Min,BLEU_Max,BLEU_P90,METEOR_Avg,METEOR_Median,METEOR_Min,METEOR_Max,METEOR_P90,BERTScore_Avg,BERTScore_Median,BERTScore_Min,BERTScore_Max,BERTScore_P90,Jaccard_Similarity_Avg,Jaccard_Similarity_Median,Jaccard_Similarity_Min,Jaccard_Similarity_Max,Jaccard_Similarity_P90,Cosine_Similarity_Avg,Cosine_Similarity_Median,Cosine_Similarity_Min,Cosine_Similarity_Max,Cosine_Similarity_P90,Compression_Ratio_Avg,Compression_Ratio_Median,Compression_Ratio_Min,Compression_Ratio_Max,Compression_Ratio_P90
turk_corpus,vocab_400.txt,none,EMB_SUB,23.4253,23.5178,9.4956,41.8809,29.7419,2.5404,2.1851,0.0,17.7784,5.0334,7.8857,6.2893,0.0,36.7647,17.7486,68.9162,69.0001,53.7366,77.8881,73.6868,6.1026,5.0,0.0,27.7778,13.3333,67.9547,68.2363,52.6613,80.7691,72.7301,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_400.txt,none,EMB_SUB,25.048,25.2201,14.0859,34.4401,28.9964,2.7309,2.5198,0.0,17.7784,5.2905,8.7289,7.0755,0.0,36.7647,18.3308,69.3344,69.4525,58.9725,77.9719,73.9289,4.0362,3.3333,0.0,25.0,9.375,66.6625,66.848,50.5007,77.1456,71.4048,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_400.txt,none,EMB_SUB,27.2399,29.4846,5.8528,38.3333,33.8408,2.7137,2.9124,0.0,24.9033,5.5224,6.4514,5.7145,0.0,49.6689,12.5,70.7515,70.3794,64.9471,80.0434,74.7844,10.776,10.5263,0.0,28.5714,19.1429,72.374,71.9963,65.9645,80.9882,76.7469,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_500.txt,english_stopwords,MLM,31.0524,30.7068,14.5934,53.3405,39.144,14.8976,11.639,1.278,70.3085,29.4901,41.3596,41.0149,7.5188,80.7299,61.4972,80.1036,80.0907,66.6317,95.3697,86.7907,31.8863,30.7692,8.3333,73.3333,46.1538,82.5155,82.675,65.3265,96.0542,89.216,0.9308,0.9355,0.6897,1.0,1.0
asset,vocab_500.txt,english_stopwords,MLM,32.924,32.3872,20.1627,54.0906,39.8216,15.8306,13.1345,2.2322,82.8966,29.9215,42.9585,42.2727,11.3636,89.6518,59.979,80.3603,80.2422,66.2635,96.9495,86.8752,24.3201,23.0769,0.0,61.9048,36.4242,79.9755,79.9604,60.5286,95.3,86.9247,0.9188,0.9286,0.3,2.5333,1.1139
sick,vocab_500.txt,english_stopwords,MLM,30.6039,30.2557,3.3333,73.3929,40.5563,11.37,8.0545,0.0,88.0112,23.3674,32.2599,29.0551,0.0,89.9383,61.8819,80.898,80.8848,67.0326,94.172,87.4983,46.7239,45.4545,15.3846,100.0,63.6364,87.7706,88.1915,73.5326,100.0,93.0165,0.937,0.9167,0.75,1.0,1.0
turk_corpus,vocab_500.txt,english_stopwords,T5,24.2273,24.2459,8.5612,43.0463,31.6523,0.9125,0.0017,0.0,14.8191,2.4565,6.8686,3.6765,0.0,37.6611,20.0742,62.2057,62.1302,44.5291,80.7413,72.1817,5.5125,0.0,0.0,32.0,17.5294,60.9357,61.1531,41.6174,82.2346,71.1858,1.9908,1.7222,0.0286,10.3333,4.7692
asset,vocab_500.txt,english_stopwords,T5,25.9151,25.7016,14.0859,41.4894,31.8064,1.1197,0.5845,0.0,10.5006,2.9171,7.8216,5.0,0.0,43.6799,21.0983,62.8725,62.4702,44.9343,81.0307,72.4275,5.0107,0.0,0.0,32.0,15.8134,60.1754,60.4718,41.6174,79.6766,70.2599,1.928,1.7222,0.0294,10.5,4.4286
sick,vocab_500.txt,english_stopwords,T5,25.8588,28.294,3.5836,53.1111,32.1697,0.1004,0.0,0.0,5.8764,0.0,0.9844,0.0,0.0,45.2792,0.0,58.731,56.5801,49.6119,80.2295,66.4307,1.8016,0.0,0.0,47.0588,4.7857,61.4749,59.9513,52.0011,82.3056,67.6785,0.7085,0.1111,0.0476,7.75,3.1
turk_corpus,vocab_500.txt,english_stopwords,BYT5,25.4385,25.9923,9.969,43.4371,32.5453,3.1205,2.1674,0.0,28.649,6.2953,11.5036,9.2593,0.0,47.2195,23.3787,67.2836,67.0548,53.3147,84.1549,73.4563,10.7794,9.375,0.0,45.4545,21.1899,67.3039,67.3979,51.266,86.6694,76.3798,1.6152,1.4444,0.0192,10.75,2.6173
asset,vocab_500.txt,english_stopwords,BYT5,27.0829,26.808,15.5409,42.621,32.393,3.3328,2.3287,0.0,29.5051,6.6028,12.6392,10.6952,0.0,47.618,25.1266,67.7541,67.4795,54.3269,82.6385,73.748,9.261,8.3333,0.0,40.7407,19.2735,66.0717,66.0322,49.1437,86.4236,74.6008,1.5245,1.3889,0.0294,5.0,2.4352
sick,vocab_500.txt,english_stopwords,BYT5,29.0065,30.0943,3.3333,58.3333,37.5354,1.9798,1.4632,0.0,26.4499,3.9972,10.8471,6.8493,0.0,65.7895,27.0319,69.1721,68.65,52.7754,84.3409,76.4271,18.326,16.6667,0.0,80.0,40.0,71.8014,71.923,47.1758,91.6286,83.0302,2.6971,2.5,0.7,8.25,4.1125
turk_corpus,vocab_500.txt,english_stopwords,EMB_SUB,30.8752,30.5369,14.557,52.8697,38.8759,12.6613,9.5193,1.1777,72.0039,26.6001,36.036,34.6827,4.717,85.5159,53.9134,75.6593,75.0454,62.3826,93.1838,82.6999,31.9321,31.25,7.6923,73.3333,46.1538,76.726,76.826,59.6153,93.1175,85.2133,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_500.txt,english_stopwords,EMB_SUB,32.5816,32.1206,19.4573,52.5104,39.0274,13.2928,10.5195,1.2878,72.0039,26.0908,36.9872,36.5574,7.6923,84.0262,54.996,75.8893,75.6129,62.8091,92.1367,82.6513,23.87,22.7273,0.0,61.9048,36.8811,74.1474,74.3102,54.6055,92.1053,81.7665,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_500.txt,english_stopwords,EMB_SUB,30.2054,30.0026,3.3333,58.3333,39.547,10.8064,7.6296,0.0,66.0633,22.8839,31.1334,26.7073,0.0,84.3611,59.8278,78.8855,78.4865,66.8351,92.3273,85.3175,47.7598,45.4545,14.2857,100.0,63.6364,84.7044,84.4745,72.0803,100.0,91.343,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_500.txt,none,MLM,23.4527,23.7494,9.8043,41.8809,29.8893,4.1241,3.4586,0.0,18.7983,6.992,13.5517,11.9048,2.5253,43.7255,23.4962,73.5094,73.9956,57.5714,88.0078,78.7839,5.6455,4.7619,0.0,26.3158,12.5,73.6607,73.8922,57.4185,86.7099,79.6096,0.8204,0.8462,0.4444,1.0,0.9382
asset,vocab_500.txt,none,MLM,25.0018,25.2201,14.0859,33.9661,29.118,4.2378,3.6529,1.2302,21.1421,6.8377,14.6345,13.0208,4.5872,40.6434,24.1806,73.852,74.2171,58.6293,86.5105,79.027,4.0737,3.3333,0.0,22.8571,9.5238,72.473,72.9223,53.1054,86.7099,78.8145,0.8106,0.8235,0.2,1.9333,1.0057
sick,vocab_500.txt,none,MLM,27.0929,29.3827,5.8528,41.3034,33.6495,3.1213,3.2465,0.0,24.9033,5.6698,7.3436,6.3291,0.0,34.6841,14.43,74.6881,74.5578,60.1441,85.2935,79.6322,10.2371,10.0,0.0,33.3333,20.0,77.5275,77.7519,60.4146,90.6588,82.0441,0.8265,0.8333,0.4167,1.0,1.0
turk_corpus,vocab_500.txt,none,T5,22.2202,22.7479,8.5612,32.4927,28.825,0.1897,0.0,0.0,8.5153,0.5943,1.6149,0.0,0.0,25.4141,4.3846,58.7929,58.6591,48.3917,74.8553,65.1023,0.3238,0.0,0.0,9.5238,0.0,58.2366,57.9952,44.1571,79.1811,65.2406,0.5542,0.1176,0.0222,7.625,1.8788
asset,vocab_500.txt,none,T5,23.8149,23.9296,14.0859,30.9609,27.4812,0.3508,0.0,0.0,8.1167,0.8186,1.9576,0.0,0.0,16.0345,5.5192,59.4437,59.3425,48.5378,72.833,65.7081,0.0882,0.0,0.0,10.7143,0.0,57.4713,57.3242,43.9223,71.2472,64.3723,0.5508,0.1176,0.027,6.1,1.9636
sick,vocab_500.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4552,56.2279,49.6119,67.5894,63.7695,0.0,0.0,0.0,0.0,0.0,60.4575,59.4851,52.1692,69.7908,65.8756,0.1618,0.1,0.0435,1.5,0.3333
turk_corpus,vocab_500.txt,none,BYT5,22.4528,22.8973,8.5612,33.2918,29.0977,0.5952,0.0,0.0,7.9946,2.1501,1.7658,0.0,0.0,23.3947,4.7803,63.9863,63.9532,47.1379,78.0327,69.3439,1.2547,0.0,0.0,25.0,5.0526,63.134,63.017,43.5413,82.1697,69.7723,1.0773,0.88,0.0192,5.5,1.8622
asset,vocab_500.txt,none,BYT5,24.005,24.082,14.0859,33.5759,27.5768,0.73,0.0,0.0,7.9946,2.5329,2.0424,0.0,0.0,27.2634,4.9913,64.4353,64.5435,48.2716,78.5382,69.8304,0.779,0.0,0.0,20.0,4.0,62.4131,62.0982,39.1581,81.6026,68.6106,1.0188,0.8696,0.0294,4.0,1.8333
sick,vocab_500.txt,none,BYT5,26.0382,28.4944,3.5836,36.8121,32.4138,0.3819,0.0,0.0,4.8735,1.9146,1.3911,0.0,0.0,20.6044,5.16,64.7537,64.5337,56.0699,75.7586,70.549,2.781,0.0,0.0,25.0,11.1111,65.506,64.8041,55.0775,81.6841,72.5667,1.8401,1.6667,0.5294,4.8333,3.0125
turk_corpus,vocab_500.txt,none,EMB_SUB,23.502,23.634,9.4956,41.8809,29.773,2.6576,2.2999,0.0,17.7784,5.5224,8.3097,6.3559,0.0,36.7647,17.9894,69.3437,69.2979,54.3129,78.4199,74.0449,6.5952,5.5556,0.0,27.7778,14.3697,68.5633,68.6739,52.1518,81.6295,73.3624,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_500.txt,none,EMB_SUB,25.1167,25.2843,14.0859,34.1589,29.0625,2.8582,2.5828,0.0,17.7784,5.5224,9.1915,7.1429,0.0,36.7647,19.3992,69.6727,69.8234,59.1137,78.6054,73.8933,4.3556,3.7037,0.0,23.5294,10.0,67.3698,67.619,49.6709,78.0772,72.1723,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_500.txt,none,EMB_SUB,27.3731,29.5726,6.3161,39.6204,33.8843,2.9575,3.1308,0.0,24.9033,5.6698,6.6273,5.7471,0.0,44.533,13.6489,70.6984,70.2725,64.4889,80.2465,74.8212,13.4583,12.5,0.0,33.3333,23.1222,72.4418,72.0601,66.2943,85.0887,76.9245,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_600.txt,english_stopwords,MLM,31.2186,30.7864,14.7094,55.2388,39.2701,15.1671,11.95,1.278,70.3085,30.4905,41.886,41.2189,7.5188,80.7299,62.1393,80.5153,80.6051,66.7588,95.3697,87.0979,32.436,31.25,8.3333,73.3333,47.6605,82.9784,83.1252,65.3265,96.0542,89.3746,0.9324,0.9375,0.6897,1.0,1.0
asset,vocab_600.txt,english_stopwords,MLM,33.0471,32.4207,20.6529,54.0906,40.4897,16.1711,13.4008,2.7888,82.8966,30.1304,43.559,43.5088,11.3636,89.6518,60.6175,80.7392,80.7033,67.7923,96.9495,87.0506,24.78,23.8095,0.0,61.9048,36.8421,80.4452,80.5947,61.6922,95.3,87.3671,0.9201,0.9333,0.3,2.5333,1.1139
sick,vocab_600.txt,english_stopwords,MLM,30.5836,30.2065,3.3333,73.3929,40.5653,11.4144,8.0545,0.0,88.0112,23.3674,32.2585,29.0551,0.0,89.9383,61.8819,80.9178,80.9205,64.7143,94.172,87.6261,46.9506,45.4545,15.3846,100.0,63.6364,87.9055,88.4222,68.2702,100.0,93.2811,0.9388,0.9231,0.75,1.0,1.0
turk_corpus,vocab_600.txt,english_stopwords,T5,24.3966,24.4118,8.5612,43.0463,32.0677,1.0212,0.0017,0.0,14.8191,2.5955,7.2005,3.7313,0.0,45.9894,20.3642,62.4625,62.4324,44.5291,82.0741,72.6122,5.7227,0.0,0.0,36.1111,17.6891,61.1743,61.2581,41.6174,82.2346,71.9429,2.0017,1.7222,0.0286,10.3333,4.7692
asset,vocab_600.txt,english_stopwords,T5,26.0412,25.729,14.0859,41.7358,32.0153,1.216,0.5845,0.0,13.7258,2.9564,8.046,5.0,0.0,43.9895,21.9345,63.0819,62.5756,44.9343,83.4785,72.6699,5.2489,0.0,0.0,36.1111,16.0606,60.3877,60.6757,41.6174,81.101,70.9227,1.9396,1.7714,0.0294,10.5,4.4286
sick,vocab_600.txt,english_stopwords,T5,25.8518,28.294,3.5836,53.1111,32.1452,0.1068,0.0,0.0,5.8764,0.0,0.9936,0.0,0.0,45.2792,0.0,58.7042,56.5801,49.6119,80.2295,66.3346,1.7942,0.0,0.0,47.0588,5.0263,61.4259,59.9513,52.0011,79.9138,67.6455,0.7289,0.1111,0.0476,7.75,3.1329
turk_corpus,vocab_600.txt,english_stopwords,BYT5,25.5013,26.0729,9.969,43.4371,32.5796,3.2089,2.2609,0.0,28.649,6.352,11.5561,9.2879,0.0,47.0348,22.975,67.374,67.3266,53.3147,84.1549,73.7097,11.1027,9.5238,0.0,50.0,21.7391,67.5699,67.5103,51.266,86.6694,76.8634,1.6027,1.4286,0.0192,7.5,2.7273
asset,vocab_600.txt,english_stopwords,BYT5,27.0886,26.7249,15.5409,43.8626,32.3093,3.4134,2.4456,0.0,29.5051,6.7203,12.7498,10.9212,0.0,47.618,24.6864,67.8793,67.6542,54.3269,82.6385,73.8817,9.4004,8.3333,0.0,40.7407,19.0842,66.3116,66.1793,49.1437,86.4236,74.8882,1.5164,1.3704,0.0294,5.0,2.4692
sick,vocab_600.txt,english_stopwords,BYT5,29.1251,30.2083,3.3333,58.3333,37.6412,2.109,1.5062,0.0,26.4499,4.5237,11.4882,7.2993,0.0,65.7895,28.8211,69.5738,69.3883,52.7754,84.3409,76.9833,19.0972,17.6471,0.0,80.0,40.0,72.2991,72.7945,47.1758,91.6286,83.0183,2.689,2.458,0.7,8.25,4.125
turk_corpus,vocab_600.txt,english_stopwords,EMB_SUB,31.0466,30.618,14.557,54.7629,39.1035,12.9928,9.6726,1.1777,72.0039,27.6251,36.7424,35.4394,7.5188,85.5159,54.5314,76.0227,75.7234,63.01,93.1838,83.2885,32.389,32.0,7.6923,73.3333,46.4762,77.1907,77.2567,59.6153,93.1175,85.4813,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_600.txt,english_stopwords,EMB_SUB,32.7137,32.1865,19.9096,52.5104,39.3706,13.672,10.6306,1.4252,72.0039,26.7675,37.744,36.8595,7.6923,84.0262,56.4217,76.2501,75.999,62.9595,92.1367,82.8769,24.2031,23.2558,0.0,61.9048,37.1561,74.5844,74.7451,54.6055,92.1053,82.3362,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_600.txt,english_stopwords,EMB_SUB,30.1811,29.9747,3.3333,58.3333,39.6368,10.8958,7.6296,0.0,66.0633,22.9005,31.6102,26.7073,0.0,84.3611,62.5,79.0734,78.5881,66.8351,94.0501,85.6378,47.9339,45.4545,14.2857,100.0,63.6364,85.0443,84.5166,72.0803,100.0,92.0071,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_600.txt,none,MLM,23.5555,23.8464,9.8043,42.8786,30.1302,4.1869,3.6545,0.0,18.7983,7.025,13.805,12.0968,2.5253,43.7255,24.3283,73.761,74.3333,55.3807,88.0078,79.065,6.0777,5.2632,0.0,26.3158,13.5135,74.0428,74.6205,57.1023,86.7099,80.1915,0.8221,0.8462,0.4444,1.0,0.9375
asset,vocab_600.txt,none,MLM,25.0981,25.2959,14.0859,33.9661,29.2193,4.3558,3.6735,1.2302,21.1421,7.2679,15.0079,13.245,4.5872,40.6434,24.9307,74.1435,74.6085,58.6293,86.5105,79.5594,4.423,3.5714,0.0,22.8571,10.0,72.787,73.4055,53.8139,86.7099,79.1691,0.8123,0.8333,0.2,2.0,1.0
sick,vocab_600.txt,none,MLM,27.081,29.3501,5.8528,41.3034,33.6495,3.1296,3.3319,0.0,24.9033,5.6698,7.4441,6.3291,0.0,34.6841,15.4087,74.7035,74.5207,65.0504,85.2935,79.6482,10.4946,10.0,0.0,33.3333,21.0526,77.6759,77.9333,66.5724,90.6588,82.5796,0.8289,0.8333,0.5556,1.0,1.0
turk_corpus,vocab_600.txt,none,T5,22.2514,22.7587,8.5612,33.2004,28.8657,0.1593,0.0,0.0,8.5153,0.2485,1.5324,0.0,0.0,25.4141,4.2373,58.5713,58.5441,44.5291,71.3198,65.0258,0.368,0.0,0.0,18.1818,0.0,57.9963,58.0194,41.6174,75.6414,65.2406,0.5785,0.1071,0.0222,7.75,1.9572
asset,vocab_600.txt,none,T5,23.8184,23.9296,14.0859,30.9609,27.4777,0.2784,0.0,0.0,8.1167,0.6781,1.8618,0.0,0.0,19.3713,5.4945,59.2359,59.3425,44.9343,71.3085,65.6946,0.1259,0.0,0.0,18.1818,0.0,57.2578,57.3698,41.6174,71.2472,64.2797,0.5671,0.1,0.027,6.2,2.0794
sick,vocab_600.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.3944,56.2045,49.6119,67.5894,63.5474,0.0,0.0,0.0,0.0,0.0,60.4144,59.4851,52.1692,69.7908,65.8299,0.1588,0.1,0.0435,1.5,0.3033
turk_corpus,vocab_600.txt,none,BYT5,22.4502,22.8973,8.5612,33.2918,29.1605,0.621,0.0,0.0,6.4981,2.287,1.7286,0.0,0.0,23.3947,4.7037,64.1764,64.251,52.5026,78.0327,69.3942,1.224,0.0,0.0,23.8095,5.0,63.2028,63.0169,47.0747,82.1697,70.1749,1.0928,0.9167,0.0192,5.5,1.8911
asset,vocab_600.txt,none,BYT5,23.993,24.1061,14.0859,30.9609,27.5593,0.7247,0.0,0.0,7.1986,2.5329,1.8956,0.0,0.0,22.6496,5.1335,64.5793,64.496,52.0201,79.2627,69.4497,0.7491,0.0,0.0,11.1111,4.1667,62.5223,62.3143,47.0747,81.6026,68.9875,1.0318,0.8846,0.0294,4.3333,1.7418
sick,vocab_600.txt,none,BYT5,26.0108,28.4944,3.5836,38.2479,32.2509,0.3351,0.0,0.0,3.4544,1.8259,1.3376,0.0,0.0,15.1515,5.1546,65.011,64.8236,55.3501,75.7586,70.7399,2.7142,0.0,0.0,25.0,11.1111,65.6998,65.3754,55.0775,81.0881,72.8645,1.8602,1.6795,0.5294,4.1429,3.2222
turk_corpus,vocab_600.txt,none,EMB_SUB,23.6001,23.7246,9.4956,41.8809,29.9249,2.7562,2.4456,0.0,17.7784,5.6797,8.7794,6.6372,0.0,36.7647,19.2322,69.5928,69.7401,54.2757,78.4199,74.3451,6.9544,5.8824,0.0,27.7778,15.8316,68.8498,69.0487,52.1518,81.6295,73.6157,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_600.txt,none,EMB_SUB,25.1902,25.3077,14.0859,34.1589,29.2145,2.9694,2.628,0.0,17.7784,5.6797,9.7084,7.7519,0.0,36.7647,20.1704,69.9482,70.0624,59.1137,78.3725,74.8452,4.6302,3.8462,0.0,22.2222,10.3811,67.6314,67.8029,49.6709,77.486,72.4471,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_600.txt,none,EMB_SUB,27.3661,29.5433,6.3161,39.6204,33.8645,2.9696,3.1757,0.0,24.9033,5.6698,6.8251,5.7471,0.0,44.533,14.1046,70.8007,70.5791,64.5071,80.2465,74.8612,13.5868,12.7717,0.0,33.3333,23.1222,72.6271,72.2415,66.3982,85.0887,77.0023,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_700.txt,english_stopwords,MLM,31.4599,30.9843,14.7094,55.2388,39.6174,15.6449,11.9809,1.2537,70.3085,31.7266,42.6701,41.7046,7.5188,80.7299,63.0392,80.8875,80.7633,66.7588,95.3697,87.6762,33.0153,32.0,8.3333,73.6842,50.0,83.386,83.5663,65.3265,96.0542,89.71,0.9347,0.9412,0.6897,1.0,1.0
asset,vocab_700.txt,english_stopwords,MLM,33.1985,32.4397,20.6529,54.0906,41.2283,16.7331,13.5024,3.1809,82.8966,31.3927,44.485,44.4046,11.3636,89.6518,62.5051,81.1089,81.0074,67.7923,96.9495,87.2627,25.1666,23.913,0.0,61.9048,38.2805,80.8397,81.1703,61.6922,95.3,88.001,0.9224,0.9375,0.3,2.6,1.1175
sick,vocab_700.txt,english_stopwords,MLM,30.1458,29.5634,2.381,73.3929,41.3932,12.3637,8.0856,0.0,88.0112,27.4114,33.631,29.7885,0.0,89.9383,63.8358,81.6078,81.1889,67.0326,95.0724,88.8073,50.2313,50.0,18.1818,100.0,71.4286,88.9365,89.6311,74.8656,100.0,95.2019,0.9414,0.9286,0.75,1.0,1.0
turk_corpus,vocab_700.txt,english_stopwords,T5,24.5942,24.4907,8.5612,52.079,32.6525,1.0772,0.0045,0.0,19.3836,2.5961,7.5624,3.937,0.0,45.9894,21.4603,62.7147,62.5577,44.5291,82.0741,72.5975,6.1556,0.0,0.0,44.8276,18.8462,61.4111,61.3005,41.6174,82.2346,72.2983,2.0598,1.7714,0.0286,10.3333,4.7692
asset,vocab_700.txt,english_stopwords,T5,26.2245,25.9052,14.0859,49.2899,32.2418,1.303,0.5845,0.0,14.6458,3.1122,8.4606,5.3476,0.0,43.9895,22.7056,63.3183,62.8197,44.9343,83.4785,73.1041,5.5877,0.0,0.0,36.1111,16.6667,60.6427,60.8747,41.6174,80.4672,71.2712,1.9947,1.8235,0.0294,10.5,4.4286
sick,vocab_700.txt,english_stopwords,T5,25.9021,28.2859,3.5836,56.5161,32.2917,0.1297,0.0,0.0,5.8764,0.0,1.0388,0.0,0.0,33.6257,0.0,58.846,56.5801,49.6119,80.2295,66.7148,1.9712,0.0,0.0,47.0588,5.0,61.5613,60.0545,52.0011,85.0565,68.0207,0.7407,0.1111,0.0476,7.75,3.4302
turk_corpus,vocab_700.txt,english_stopwords,BYT5,25.7527,26.2386,9.969,43.4371,32.9623,3.4141,2.335,0.0,25.0015,7.0727,12.3259,10.2389,0.0,52.6685,23.8985,67.658,67.8308,53.3147,80.0301,73.9032,11.4386,10.0,0.0,50.0,22.7972,67.9589,67.8751,51.266,84.4867,77.0589,1.5966,1.4118,0.0192,7.5,2.7318
asset,vocab_700.txt,english_stopwords,BYT5,27.2525,26.8657,15.5409,43.8626,32.6682,3.6284,2.628,0.0,21.5,7.2925,13.5384,11.6279,0.0,55.8762,26.9025,68.2056,68.1517,54.3269,80.6692,74.1513,9.6841,8.3333,0.0,33.3333,20.0,66.6742,67.0275,49.1437,84.4472,75.4638,1.512,1.3684,0.0294,5.0,2.4615
sick,vocab_700.txt,english_stopwords,BYT5,29.4795,30.2874,3.3333,62.6984,38.1465,2.3133,1.5302,0.0,26.4499,5.3773,12.8427,8.3333,0.0,65.7895,31.6062,70.6597,70.1991,52.7754,88.1429,78.9899,21.59,20.0,0.0,80.0,45.4545,73.8119,73.6917,47.1758,91.6286,84.9582,2.693,2.458,0.8,8.25,4.125
turk_corpus,vocab_700.txt,english_stopwords,EMB_SUB,31.2623,30.7708,14.557,54.7629,39.5029,13.5489,9.9801,1.1777,72.0039,28.8139,37.802,36.5589,7.5188,85.5159,57.1776,76.4921,76.3091,62.1324,94.3739,83.8758,33.0612,33.3333,7.6923,73.3333,47.3684,77.7409,77.8265,60.8239,94.3924,85.6693,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_700.txt,english_stopwords,EMB_SUB,32.8695,32.2358,19.9096,52.5104,39.8206,14.2552,10.9838,1.4252,72.0039,28.7721,38.8742,38.1543,7.6923,84.0262,57.6843,76.6802,76.3282,62.2083,93.469,83.6416,24.662,23.5294,0.0,61.9048,38.0952,75.1234,75.1224,54.2483,93.435,83.0401,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_700.txt,english_stopwords,EMB_SUB,29.8049,29.3521,2.381,66.6667,41.2046,11.9108,7.913,0.0,75.9836,27.0826,33.0634,27.6252,0.0,86.5089,64.7146,79.8025,79.1477,66.8351,94.6235,86.6278,50.9879,50.0,20.0,100.0,71.4286,86.1624,86.0724,73.1175,100.0,93.3103,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_700.txt,none,MLM,23.6625,24.0889,9.8043,42.8786,30.1761,4.3085,3.7374,0.0,18.7983,7.2754,14.2505,12.7273,2.5253,43.7255,24.6846,74.2334,74.6155,55.3807,88.7607,79.4305,6.4517,5.5556,0.0,31.8182,13.7662,74.55,75.1609,57.1023,88.024,80.8864,0.8264,0.85,0.4444,1.0,0.9418
asset,vocab_700.txt,none,MLM,25.174,25.3095,14.0859,33.9661,29.3888,4.5188,3.7963,1.2302,21.1421,7.815,15.6256,13.7157,4.5872,40.6434,26.2571,74.6176,74.9579,59.9762,87.1442,79.8379,4.6898,3.8462,0.0,23.0769,10.5639,73.3535,74.0279,53.8139,87.4536,79.723,0.8158,0.8333,0.2,2.0,1.0
sick,vocab_700.txt,none,MLM,27.2568,29.5501,5.8528,42.9701,33.9046,3.3177,3.3865,0.0,25.7487,6.2856,8.2098,6.7347,0.0,42.0635,15.9138,75.1634,74.9546,63.8973,86.7728,80.4535,12.3603,11.1111,0.0,37.5,23.5294,78.1562,78.4033,66.253,90.6588,83.1872,0.841,0.8462,0.5,1.0,1.0
turk_corpus,vocab_700.txt,none,T5,22.2343,22.7479,8.5612,34.6116,28.8657,0.1715,0.0,0.0,8.5153,0.4764,1.5067,0.0,0.0,25.4141,4.2373,58.65,58.5441,44.5291,71.6948,65.0258,0.3659,0.0,0.0,16.6667,0.0,57.9609,58.1612,41.6174,75.6414,65.0243,0.6732,0.1176,0.0278,7.75,2.1401
asset,vocab_700.txt,none,T5,23.8208,23.9312,14.0859,30.9609,27.4777,0.2753,0.0,0.0,7.5454,0.7289,1.8506,0.0,0.0,16.0345,5.4945,59.3218,59.3509,44.9343,71.8152,65.8837,0.1042,0.0,0.0,11.1111,0.0,57.2391,57.4552,41.6174,71.5036,64.2525,0.6555,0.1111,0.027,7.625,2.1947
sick,vocab_700.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.3885,56.2045,49.6119,67.5894,63.4801,0.0,0.0,0.0,0.0,0.0,60.4008,59.4851,52.1692,69.7908,65.8173,0.1636,0.1,0.0435,1.75,0.3033
turk_corpus,vocab_700.txt,none,BYT5,22.5029,22.9224,8.5612,33.2918,29.1418,0.6736,0.0,0.0,6.4981,2.4075,1.8546,0.0,0.0,23.5556,5.093,64.4396,64.4513,50.6794,78.0327,69.5055,1.3908,0.0,0.0,23.8095,5.2632,63.7069,63.3815,47.0747,82.1697,70.4657,1.0817,0.9167,0.0192,5.5,1.8467
asset,vocab_700.txt,none,BYT5,24.0253,24.1282,14.0859,30.9609,27.5898,0.7911,0.0,0.0,7.1986,2.628,2.0255,0.0,0.0,23.5556,5.814,64.812,64.6048,52.0201,78.5382,69.5561,0.8912,0.0,0.0,12.5,4.3874,62.9956,62.5664,47.0747,81.6026,69.0437,1.0241,0.88,0.0294,4.3333,1.8025
